team	1650372
pdrdy	899108
nem	1164727
ntoiy	1436791
bsx	885725
eqnr	1140625
hmc	715153
kmb	55785
toely	1443276
twlo	1447669
spot	1639920
amx	1129137
etn	1551182
aon	315293
vlvly	753762
phg	313216
bcmxy	1447011
lzagy	1446711
cfruy	948401
bidu	1329099
emr	32604
jmhly	870016
bmo	927971
gld	1222333
dd	1666700
relx	929869
cp	16875
ibn	1103838
puk	1116578
san	891478
fanuy	1446596
lulu	1397187
tal	1499620
chpxy	1528541
abev	1565025
mnst	865752
ecify	1387438
ilmn	1110803
ngg	1004315
scco	1001838
vod	839923
knyjy	1436793
gd	40533
rop	882835
gold	756894
ahchy	1448987
lvs	1300514
cop	1163165
nxpi	1413447
epd	1061219
rkt	1805284
kdp	1418135
smfg	1022837
exc	1109357
lhx	202058
veev	1393052
dow	1751788
met	1099219
aep	4904
wfafy	1436381
pins	1506293
ctsh	1058290
bx	1393818
docu	1261333
eric	717826
bax	10456
dlr	1297996
psa	1393311
tri	1075124
trp	1232384
itocy	355363
stz	16918
mar	1048286
rost	745732
bce	718940
idxx	874716
cvna	1690820
khc	1637459
cof	927628
vonoy	1652630
bbd	1160330
vwdry	1330306
ctas	723254
dnzoy	1446598
lgfry	1554394
aph	820313
gis	40704
lu	1816007
ttd	1671933
lnsty	1439584
klac	319201
sre	1032208
biib	875045
jshly	879875
cm	1045520
hnnmy	1396282
gvdny	1121631
cnc	1071739
info	1598014
tel	1385157
mrna	1682852
syy	96021
cmg	1058090
sxyay	1575851
xel	72903
pltr	1321655
ing	1039765
schyy	1491703
csgp	1057352
tt	1466258
mtch	891103
f	37996
ea	712515
algn	1097149
twtr	1418091
xpev	1810997
ph	76334
cmi	26172
ebay	1065088
mfg	1335730
lyg	1160106
a	1090872
mtcpy	1159204
bk	1390777
carr	1783180
e	1002242
trv	86312
ppg	79879
crbjy	1454471
vivhy	1127055
glncy	1524684
snps	883241
rht	1087423
u	1810806
vrsk	1442145
msci	1408198
aig	5272
mchp	827054
vfc	103379
payx	723531
jci	833444
sbac	1034054
cmaky	1453056
htht	1483994
wba	1618921
orly	898173
oran	1038143
chcjy	1495687
kmi	1506307
xlnx	743988
bcs	312069
stm	932787
iqv	1478242
ovchy	1448817
roku	1428439
mfc	1086888
tdg	1260221
bll	9389
splk	1353283
rsg	1060391
yum	1041061
dxcm	1093557
amady	1502104
clpby	1294325
trow	1113169
crwd	1535527
cdns	813672
fcau	1605484
sgen	1060736
pcar	75362
aptv	1521332
hcmly	948696
hsy	47111
crh	849395
pton	1639825
alc	1167379
bby	764478
ctryy	1462886
trumy	1446672
li	1791706
afl	4977
rmd	943819
fcx	831259
zijmy	1459580
tscdy	885834
all	899051
zbh	1136869
gwlly	1536278
crary	1279967
es	72741
wec	783325
pru	1137774
cht	1132924
swk	93556
okta	1660134
unicy	1095054
mrvl	1058057
cs	1159510
dboey	1437147
peg	788784
rok	1024478
rdsmy	1339422
msi	68505
otis	1781335
alpmy	1446390
hlt	1585689
svndy	1359519
awk	1410636
egrny	1595085
gelyy	1474968
ckhuy	1637120
lbrda	1611983
bbva	842180
hpq	47217
slb	87347
yahoy	1446437
kbcsy	1411133
bsbr	1471055
asazy	1253493
wcn	1318220
anss	1013462
glw	24741
panw	1327567
tdoc	1477449
cjpry	1334687
mck	927653
fast	815556
ctva	1755672
chwy	1766502
tme	1744676
rweoy	939380
lyb	1489393
dhi	882184
mtd	1037646
siri	908937
adm	7084
well	766704
luv	92380
ame	1037868
fmx	1061736
ddog	1561550
hrl	48465
cprt	900075
psx	1534701
alxn	899866
bfa	14693
rng	1384905
eog	821189
pdypy	1627168
wltw	1140536
azo	866787
slf	1097362
arzgy	1379235
bgne	1651308
wit	1123799
rprx	1802768
ed	1047862
zg	1617640
clx	21076
ntr	1725964
mpc	1510295
kr	56873
yumc	1673358
khngy	1451287
cnq	1017413
szkmy	1263521
dte	936340
nwg	844150
cha	1191255
fms	1333141
codyy	1012037
w	1616707
spg	1063761
wmb	107263
mkc	63754
stt	93751
pcg	1004980
fnv	1456346
tu	868675
dal	27904
aonny	1300175
odfl	878927
eix	827052
saxpy	1436778
ftv	1659166
dia	1041130
ejpry	1093028
avb	915912
gmab	1434265
haity	1553473
dfs	1393612
su	311337
ztcoy	1445156
zlndy	1638747
len	920760
rci	733099
swks	4127
mgddy	896076
ibkr	1381197
bntx	1776985
frc	1132979
tsn	100493
gww	277135
payc	1590955
otsky	1544613
etp-pc	1161154
vrsn	1014473
cgemy	1084656
ppl	922224
ec	1444406
dltr	935703
k	55067
xp	1787425
coup	1385867
cern	804753
tlk	1001807
ajg	354190
eqr	906107
gctay	1158089
cabhf	1436647
mplx	1552000
are	1035443
keys	1601046
yndx	1513845
db	1159508
gasny	1269920
kkr	1404912
baesy	895564
grmn	1121788
tyidy	1130894
etr	65984
gbery	1179029
mdy	936958
flt	1175454
mxim	743316
sgsoy	1069347
wy	106535
nok	924613
tef	814052
o	726728
chd	313927
gwlif	850918
amp	820027
stne	1745431
efx	33185
ppery	1461748
vlo	1035002
abc	1140859
wst	105770
pugoy	908829
smnny	1640117
viac	813828
anet	1596532
mapt	1697935
weicy	1452191
poahy	1450346
ssmxy	1517231
ndaq	1120193
ucbjy	1290640
mtsfy	1446641
ryaay	1038683
mktx	1278021
net	1477333
bili	1723690
tcom	1269238
frrvy	1438571
svnly	1448613
thlly	1722401
akzoy	3124
cbre	1138118
nrily	1179493
ccep	1650107
ntrs	73124
aee	1002910
lh	920148
ip	51434
dkng	1772757
tlpfy	1450682
imbby	1072670
caj	16988
zbra	877212
chu	1113866
ttwo	946581
ftnt	1262039
ccl	815097
cdw	1402057
sbhmy	1604982
bkr	1701605
fts	1666175
ashty	1518258
epam	1352010
amcr	1748790
ix	1070304
cqp	1383650
vmc	1396009
rol	84839
fojcy	1436740
ir	1699150
fitb	35527
ppccy	1446747
zs	1713683
sivb	719739
wpm	1323404
vtr	740260
cghly	1550635
mga	749098
snmry	1437771
qsr	1618756
gib	1061574
holx	859737
tru	1552033
atus	1702780
incy	879169
dish	1001082
dov	29905
coo	711404
ksu	54480
jhx	1159152
ter	97210
cag	23217
grfs	1438569
ssnc	1402436
syf	1601712
expe	1324424
tlsny	1169870
podd	1145197
cms	811156
tfx	96943
iau	1278680
mt	1243429
bio	12208
bepc	1791863
ctlt	1596783
snn	845982
fandy	1454175
gsx	1768259
exas	1124140
xyl	1524472
pkx	889132
etsy	1370637
ccc	1764046
br	1383312
syiey	1444718
cicoy	1445161
gds	1526125
hubs	1404655
qrvo	1604778
sgioy	1281721
tyl	860731
chkp	1015922
rcl	884887
hei	46619
zi	1794515
ste	1757898
iq	1722608
ess	920522
hig	874766
dgx	1022079
mlm	916076
akam	1086222
et	1276187
peak	765880
nvzmy	1131345
foxa	1754301
cccgy	1448985
kb	1445930
aem	2809
lsxma	1560385
enph	1463101
whlkf	1449594
cwycy	1436965
tif	98246
nue	73309
pxd	1038357
var	203527
work	1764925
vips	1529192
invh	1687229
fujhy	800364
hznp	1492426
nvr	906163
uri	1067701
ce	1306830
kmx	1170010
caixy	1535628
ftch	1740915
ulta	1403568
dqjcy	1446597
shg	1263043
mtb	36270
sonvy	1450681
burl	1579298
avtr	1722482
cah	721371
ui	1511737
tsco	916365
expd	746515
bip	1406234
key	91576
fe	1031296
nmr	1163653
dpz	1286681
bxp	1037540
ophly	940821
skm	1015650
xngsy	1454948
sui	912593
bpy	1545772
mdb	1441816
fmc	37785
cpb	16732
ctxs	877890
rf	1281761
iex	832101
zen	1463172
wmg	1319161
gdrx	1809519
txg	1770787
rnecy	1246135
oke	1039684
bki	1627014
hrely	1445159
pki	31791
viv	1066119
nice	1003935
exr	1289490
mas	62996
hes	4447
agr	1634997
trmb	864749
maa	912595
tdy	1094285
pags	1712807
dre	783280
cday	1725057
alny	1178670
stx	1137789
wix	1576789
dri	940944
ldos	1336920
lyv	1335258
cnhi	1567094
rkuny	1294591
atasy	1437775
acgl	947484
hal	45012
gpc	40987
jbht	728535
mpwr	1280452
wat	1000697
cfg	759944
szlmy	1438844
nipnf	72127
umc	1033767
fico	814547
elan	1739104
shmay	1555379
lng	3570
mkl	1096343
logi	1032975
aes	874761
vici	1705696
avlr	1348036
wab	943452
hdely	1400691
cuk	1125259
j	52988
czr	1590895
bmrn	1048477
ndvly	800928
ckisy	1065989
gnrc	1474735
pool	945841
it	749251
masi	937556
monoy	1583055
hpe	1645590
bro	79282
mgm	789570
pfg	1126328
alb	915913
cvac	1809122
tw	1758730
sjm	91419
aeoxf	1450280
znh	1041668
pba	1546066
lbtya	1570585
ednmy	1581671
nngry	1690981
lnt	352541
emn	915389
swgay	1438845
cck	1219601
dvcmy	1163417
kkpny	1001474
wdc	106040
gddy	1609711
iktsy	1444714
omc	29989
cnp	1130310
suz	909327
nvcr	1645113
chrw	1043277
lyft	1759509
imo	49938
erie	922621
alsmy	1062066
cinf	20286
has	46080
ln	1611820
mtuay	1342237
sedg	1419612
cgnx	851205
oxy	797468
cjewy	1555574
argx	1697862
moh	1179929
ntco	1776967
jkhy	779152
pkg	75677
avy	8818
ysg	1819580
kikoy	1446656
abmd	815094
kep	887225
psmmy	1439580
rjf	720005
evrg	1711269
prdsy	1527249
hban	49196
bah	1443646
entg	1101302
wpc	1025378
iliay	1570932
fds	1013237
dva	927066
whr	106640
iep	813762
wpp	806968
szsay	1444147
yasky	1559460
ato	731802
iff	51253
cabo	1632127
ual	100517
athm	1527636
iac	1800227
fbhs	1519751
jbaxy	1475011
fosuy	1462456
ppd	1793294
l	60086
run	1469367
sqm	909037
ndsn	72331
ubsfy	1446702
phm	822416
ndeky	353991
dnb	1799208
tech	842023
wrb	11544
ptc	857005
crl	1100682
otex	1002638
rpm	110621
stbfy	1587200
bntgy	1533945
ntap	1002047
jxhly	1487533
disca	1437107
ggg	42888
ggdvy	925428
on	1097864
lii	1069202
udr	74208
mrtx	1576263
sam	949870
uhs	352915
amigy	1438930
enia	912505
cxo	1358071
nuan	1002517
cheoy	1453930
ally	40729
mtn	812011
pubgy	1050952
ihg	858446
els	895417
nlok	849399
nly	1043219
kl	1713443
rmyhy	1636804
cchgy	1558633
eqh	1333986
lb	701985
cgasy	1555207
wrk	1732845
penn	921738
osh	1564406
cea	1030475
asx	1122411
gh	1576280
qgen	1015820
xray	818479
gjnsy	1531384
lumn	18926
ranjy	1112439
lkq	1065696
rnlsy	1416039
ipgp	1111928
coihy	1513977
wynn	1174922
bap	1001290
srpt	873303
wtrg	78128
rdeiy	1438654
fyrty	1452190
siely	1453732
rdy	1135951
alle	1579241
pcty	1591698
fnf	1331875
lw	1679273
txt	217346
emraf	1127248
nwsa	1564708
oled	1005284
ben	38777
maruy	801645
mpw	1287865
cnpay	1450278
wb	1595761
bep	1533232
pega	1013857
apo	1411494
hwm	4281
smfky	1537547
teva	818686
hst	1070750
umicy	1477038
bfam	1437578
dt	1773383
nkla	1731289
mhgvy	1578526
surry	1556607
alfvy	863344
dnfgy	1454473
aap	1158449
gwre	1528396
iclr	1060955
plug	1093691
iaugy	1206571
rgen	730272
sgpyy	1253494
ffiv	1048695
cg	1527166
vtrs	1792044
gl	320335
sbsw	1786909
sbysf	1783546
smmyy	1551402
kotmy	1543727
shwgy	1505223
cboe	1374310
xpo	1166003
efgsy	1445153
gliba	808461
hrgly	1528651
uelmo	100826
tap	24545
fivn	1288847
cpt	906345
cna	21175
wlk	1262823
ttc	737758
glpi	1575965
bch	1161125
kgc	701818
pnw	764622
smtoy	95227
mmp	1126975
estc	1707753
smg	825542
ingiy	1133689
mgp	1656936
re	1095073
sna	91440
pwr	1050915
pen	1321732
wynmy	1480134
ahexy	1446251
cms-pb	201533
zlab	1704292
au	1067428
bwa	908255
bsy	1031308
plan	1540755
aqn	1174169
grpty	1395167
aos	91142
kof	910631
gps	39911
ebr	1439124
fsly	1517413
chgg	1364954
hsic	1000228
frfhf	915191
vst	1692819
sjr	932872
ni	1111711
mhk	851968
amh	1562401
zlioy	1546084
fslr	1274494
rnr	913144
cree	895419
armk	1584509
wso	105016
cgc	1737927
azpn	929940
pnr	77360
wu	1365135
dlb	1308547
znga	1439404
hegiy	1449217
ts	1190723
dnkn	1357204
trex	1069878
hds	1573097
five	1177609
cone	1553023
nwl	814453
bill	1786352
lnc	59558
acsay	1448375
aseky	1450206
bynd	1655210
morn	1289419
xyigy	1508669
hubb	48898
dox	1062579
acad	1070494
abmrf	1784384
nvta	1501134
y	775368
rh	1528849
stor	1538990
ipg	51644
lea	842162
sci	89089
gfi	1172724
bsac	1027552
appn	1441683
zayo	1608249
wilyy	1436673
gfl	1780232
ksryy	1668501
ath	1527469
atr	896622
agnc	1423689
flex	866374
fnd	1507079
bg	1144519
iaa	1745041
nbix	914475
tokuy	1131652
acm	868857
asnd	1612042
ipxhy	1309035
glpg	1421876
ver	1507385
qdel	353569
reg	910606
jazz	1232524
rga	898174
uhal	4457
aiz	1267238
prymy	1437672
slfpy	1370418
ach	1161611
csl	790051
amed	896262
tpr	1116132
teck	886986
gntx	355811
wsm	719955
magoy	1437144
seic	350894
alv	1034670
oc	1370946
ehc	785161
ohi	888491
dbx	1467623
aaxn	1069183
snx	1177394
iphi	1160958
dar	916540
lamr	1090425
aal	6201
afg	1042046
wex	1309108
crsp	1674416
mdiby	1379481
g	1398659
ttm	926042
brkr	1109354
ayx	1689923
rohcy	1442653
che	19584
slv	1330568
cbsh	22356
kc	1795589
vno	899689
ev	350797
rtmvy	1516536
nrg	1013871
dada	1793862
stld	1022671
st	1477294
rs	861884
ugi	884614
midd	769520
shpmy	1570300
lad	1023128
rare	1515673
levi	94845
aci	1646972
atdry	1647435
irm	1020569
ocft	1780531
glob	1557860
mos	1285785
shtdy	1556605
mbt	1115837
mksi	1049502
chdn	20212
dnli	1714899
ivz	914208
asgly	7646
bery	1378992
voya	1535929
jnpr	1043604
krc	1025996
lpla	1397911
tiscy	773917
rgld	85535
aeg	769218
cib	1071371
cold	1455863
tdhoy	1288098
klycy	1449614
fupby	1534043
knx	1492691
crcby	1553915
prah	1613859
ua	1336917
rhi	315213
cma	28412
rba	1046102
ntra	1604821
cx	1076378
mcfe	1783317
arwr	879407
ions	874015
sc	1580608
ccozy	1398879
ncno	1566895
deck	910521
h	1468174
warfy	901684
nnn	751364
bhc	885590
see	1012100
jsgry	1442656
kajmy	1446660
yy	1530238
agco	880266
cf	1324404
sjmhy	1599962
frt	34903
wwd	108312
lnegy	1437041
eluxy	813810
cog	858470
dci	29644
arcc	1287750
swi	1739942
leco	59527
usfd	1665918
jll	1037976
uvrby	1533920
dseey	1481045
bsmx	1698287
fhn	36966
futu	1754581
casy	726958
isuzy	763665
oge	1021635
xlrn	1280600
eeft	1029199
arw	7536
ngls-pa	1379661
nyt	71691
prgo	1585364
bmrry	1671235
axta	1616862
tmx	1428875
adt	1703056
rp	1286225
bgaoy	1325378
vopky	1452188
grub	1594109
hii	1501585
cien	936395
aacay	1447647
iivi	820318
post	1530950
nfe	1749723
ttek	831641
irtc	1388658
oukpy	1436786
cube	1298675
synh	1610950
hmtly	353990
wf	1264136
srcl	861878
clzny	1366235
kim	879101
clpxy	1490083
ares	1176948
hrc	47518
lhcg	1303313
bncdy	1667075
smar	1366561
japsy	318269
gwr	1012620
pso	938323
paas	771992
cakfy	1446707
snphy	1501108
bl	1666134
ggb	1073404
fvrr	1762301
hnp	929058
zion	109380
cae	1173382
timb	1826168
reyn	1786431
fang	1539838
adpt	1478320
itt	216228
enggy	1446294
site	1650729
lite	1633978
hllgy	1674534
clgx	36047
bj	1531152
pfgc	1618673
ewbc	1069157
phi	78150
vrt	1674101
manh	1056696
uthr	1082554
psxp	1572910
qtwo	1410384
fsv	1637810
paa	1070423
ogfgy	845033
rexr	1571283
asomy	1492075
bld	1633931
alk	766421
htcmy	1446648
caci	16058
btg	1429937
tol	794170
hta	1360604
sommy	1409236
jef	96223
cd	1807192
nvro	1444380
shmuy	1564228
pac	1347557
olli	1639300
exel	939767
rl	1037038
hlf	1180262
tndm	1438133
cdk	1609702
nclh	1513761
bhvn	1689813
osagy	1603194
son	91767
shcay	800840
mrwsy	1446128
mnso	1815846
plnt	1637207
nlsn	1492633
leg	58492
sbs	1170858
hae	313143
mpfry	1417695
kod	1468748
ntnx	1618732
cve	1475260
sbny	1288784
pii	931015
gmed	1237831
pb	1068851
rykky	1592049
frog	1800667
pfpt	1212458
bc	14930
wes	1423902
fold	1178879
hog	793952
clr	732834
cwen-a	1567683
lfus	889331
spce	1706946
angi	1705110
aval	1504764
faf	1472787
jbl	898293
dxc	1688568
pvh	78239
vedl	1370431
dei	1364250
amwl	1393584
egp	49600
acc	1283630
colm	1050797
reta	1358762
ori	74260
chh	1046311
lscc	855658
nvax	1000694
frpt	1611647
wrtby	1436771
cor	1490892
hun	1307954
pbct	1378946
osk	775158
vlpny	1378984
tkr	98362
wal	1212545
lsi	944314
bwxt	1486957
cacc	885550
fr	921825
arry	1820721
azek	1782754
msa	66570
diisy	1563255
bpmc	1597264
bbio	1743881
iova	1425205
cnvvy	1694271
orcc	1655888
trgp	1389170
an	350698
icl	941221
omf	1584207
knsl	1669162
tpx	1206264
mpln	1793229
sid	1049659
bli	1689657
hqy	1428336
cfr	39263
yeti	1670592
mat	63276
skx	1065837
curlf	1756770
halo	1159036
vac	1524358
fcnca	798941
saic	1571123
dvn	1090012
tcf	19612
itvpy	1283708
hocff	1450349
allk	1564824
vnt	1786842
kt	892450
tho	730263
root	1788882
tsuky	702257
wh	1722684
dct	1160951
txrh	1289460
esnt	1448893
chng	1756497
appf	1433195
gil	1061894
twst	1581280
pri	1475922
ingr	1046257
eslt	1027664
brks	933974
wen	30697
aer	1378789
hwdjy	1563177
lstr	853816
pstg	1474432
man	871763
pe	1594466
cpri	1530721
auy	1264089
hele	916789
enic	1659939
tnet	937098
dks	1089063
mdla	1540184
stwd	1465128
mdu	67716
huya	1728190
tptx	1595893
brx	1581068
flir	354908
wsc	1647088
bokf	875357
ssb	764038
slab	1038074
rbc	82811
ffin	36029
jhg	1274173
tx	1342874
sekey	1261759
gshd	1726978
cw	26324
cuz	25232
ssl	314590
tfii	1588823
ektay	1451160
coty	1024305
vrm	1580864
insp	1609550
nov	1021860
lanc	57515
psth	1811882
jobs	1295484
bzzuy	1437774
eme	105634
hbi	1359841
flo	1128928
imvt	1764013
neo	1077183
lpl	1290109
sf	720672
cmhhy	1446751
ash	1674862
rlay	1812364
iart	917520
bldp	1453015
msm	1003078
kmpr	860748
fsr	1720990
asr	1123452
brthy	14595
tfsl	1381668
wms	1604028
nkrky	1436790
nep	1603145
shi	908732
msp	1724570
dsgx	1050140
pag	1019849
felty	1447250
nati	935494
nvst	1757073
gfszy	1438927
suopy	1347141
asmvy	1447945
rli	84246
kss	885639
esgr	1363829
aiv	922864
tv	912892
snv	18349
ppc	802481
wygpy	1450021
bigc	1626450
nomd	1651717
cbpo	1369868
nxst	1142417
alsn	1411207
ida	1057877
rxn	1439288
kwr	81362
tkc	1071321
aemmy	1437776
allo	1737287
mms	1032220
bcauy	891765
mro	101778
onem	1404123
four	1794669
stag	1479094
tpl	97517
fizz	69891
lspd	1823306
saia	1177702
doyu	1762417
fls	30625
medp	1668397
rdfn	1382821
npsky	354470
smtc	88941
crus	772406
cncn	1191334
al	1487712
hcm	1648257
nav	808450
axs	1214816
hli	1302215
virt	1592386
unm	5513
omcl	926326
algm	866291
xrx	1770450
phys	1477049
fate	1434316
fl	850209
irdm	1418819
abcm	1492074
roll	1324948
bldr	1316835
ptct	1070081
apa	6769
sdc	1775625
ebs	1367644
slg	1040971
evbg	1437352
expo	851520
aan	1808834
gpk	1408075
asgn	890564
upwk	1627475
ard	1689662
nycb	910073
vvnt	1713952
cfx	1420800
ccmp	1102934
hr	899749
ayi	1144215
upchy	1447772
bpop	763901
ride	1759546
cybr	1598110
ugp	1094972
thg	944695
byd	906553
dooo	1748797
vvv	1674910
gtbif	1795139
meggy	1487786
sepjy	1518521
hxl	717605
pinc	1577916
pfsi	1745916
eqt	33213
mtz	15615
jbgs	1689796
powi	833640
env	1337619
gulry	1449218
ssd	920371
pnfp	1115055
maury	62919
msgs	1636519
slm	1032033
gbci	868671
lesl	1821806
nea	1195737
sdgr	1490978
insm	1104506
ogs	1587732
jblu	1158463
novt	1076930
trno	1476150
qts	1577368
zhuzy	1556616
sail	1627857
neu	1282637
adrzy	1436467
kzmyy	1438929
mtg	876437
hpp	1482512
ssrm	921638
he	354707
clh	822818
mxchy	1435969
hasi	1561894
lope	1434588
isday	1224306
ramp	733269
czz	1402902
hhc	1498828
ccxi	1340652
edu	1372920
ftdr	1727263
crox	1334036
cc	1627223
goos	1690511
bkh	1130464
malry	1537280
pnm	1108426
roymy	1592438
wts	795403
src	1308606
tgtx	1001316
ccj	1009001
icui	883984
sage	1597553
sndr	1692063
hkib	1769731
amg	1004434
wpx	1518832
dava	1656081
exp	918646
vrns	1361113
nghc	1578735
hiw	921082
neog	711377
goco	1808220
sfix	1576942
shlx	1610466
rnmby	1450345
cri	1060822
lpro	1806201
apnhy	1454177
tpdky	1436652
wing	1636222
ubsi	729986
kbr	1357615
laz	1311370
arna	1080709
mlluy	1485888
hlne	1433642
achc	1520697
mrcy	1049521
mzday	1447122
slgn	849869
seb	88121
swx	1692115
lpx	60519
cr	25445
staa	718937
awi	7431
verx	1806837
trup	1371285
jcom	1084048
nfg	70145
huskf	49279
hain	910406
bxmt	1061630
fcn	887936
ensg	1125376
bjchy	1454468
gtes	1718512
por	784977
sgms	750004
doc	1574540
wimhy	1451554
ryn	52827
gwph	1351288
hyln	1759631
musa	1573516
altr	1701732
vly	714310
ora	1296445
lpsn	1102993
tigo	912958
rpd	1560327
fgen	921299
hfc	48039
unf	717954
vrnt	1166388
wynd	1361658
nvt	1720635
thkly	1443275
kurry	1446655
qrtea	1355096
psb	866368
sigi	230557
cnne	1704720
jamf	1721947
vir	1706431
tenb	1660280
pk	1617406
swch	1710583
dcph	1654151
hypmy	1486749
ozk	1569650
rdn	890926
aciw	935036
band	1514416
prlb	1443669
evr	1360901
adc	917251
gra	1045309
prsp	1724670
safe	1688852
nrz	1556593
fti	1681459
spwr	867773
cef	1726122
trip	1526520
api	1802883
apam	1517302
clf	764065
cbd	1038572
tree	1434621
xec	1168054
gbtc	1588489
go	1771515
kbh	795266
gtls	892553
aa	1675149
lmnd	1691421
bak	1071438
elp	1041792
wdfc	105132
wbs	801337
legn	1801198
qlys	1107843
cldr	1535379
vicr	751978
hrb	12659
ccohy	1461283
crsr	1743759
cig	1157557
cbu	723188
mth	833079
sbra	1492298
newr	1448056
ens	1289308
uso	1327068
krnt	1625791
alrm	1459200
mor	1340243
cigi	913353
aeis	927003
spr	1364885
sogo	1713947
ng	1173420
aaon	824142
njr	356309
aimc	1374535
etrn	1747009
nvg	1090116
eye	1710155
wk	1445305
nsp	1000753
cit	1171825
yueiy	1444719
dcp	1338065
iipr	1677576
asan	1477720
ebrpy	1450461
agi	1178819
vmi	102729
cvet	1752836
jwn	72333
chffy	1601994
spsc	1092699
stn	1131383
thc	70318
slqt	1794783
wns	1356570
ncr	70866
dao	1781753
oln	74303
foxf	1424929
jbt	1433660
apps	317788
umbf	101382
bcpc	9326
irdey	1530256
ufpi	912767
stmp	1082923
nari	1531048
zto	1677250
grp-un	1564538
pbsfy	1137849
tuify	1342875
rhp	1040829
swav	1642545
cbrl	1067294
cwk	1628369
tmhc	1562476
diod	29002
amkr	1047127
sem	1320414
cdlx	1666071
ay	1601072
sr	1126956
wwe	1091907
avnt	1122976
sabr	1597033
psn	275880
ads	1101215
feye	1370880
rxt	1810019
bmch	1574815
cns	1284812
eqc	803649
r	85961
ovv	1792580
esi	1590714
brfs	1122491
vg	1272830
cpa	1345105
teo	932470
expi	1495932
momo	1610601
dnp	806628
wtfc	1015328
bco	78890
vnet	1508475
tgna	39899
shak	1620533
lcii	763744
vc	1111335
homb	1331520
apls	1492422
nad	1083839
umpq	1077771
be	1664703
viav	912093
arnc	1790982
asccy	1600930
znkky	1705455
eidx	1731831
wcc	929008
nktr	906709
am	1623925
fele	38725
stl	1070154
itri	780571
mant	892537
form	1039399
bzun	1625414
adv	1776661
gkos	1192448
bhf	1685040
ab	825313
dorm	868780
ttec	1013880
swtx	1773427
cwst	911177
mdc	773141
msloy	1447112
safm	812128
ofc	860546
prld	1678660
sfrgy	1571549
svmk	1739936
ibp	1580905
boh	46195
trtn	1660734
nova	1772695
